region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
CBA;Prec;Spatially adjusted;1;;SF[a];-3,72102573418124;-10,2797994755418;2,24577111324456;30
CBA;Prec;Current landscape;1;0–5;SF[e];150,89812304163;77,2722139901203;217,579856420548;30
CBA;Prec;Current landscape;1;0–5;SF[i];118,099961925422;37,248779968408;182,885965836567;30
CBA;Prec;Current landscape;1;0–5;SF[a];52,7598164576543;-29,4191514775355;118,185116778027;30
CBA;Prec;Current landscape;2;5–10;SF[e];110,934993248787;75,3563133845144;179,322263435467;30
CBA;Prec;Current landscape;2;5–10;SF[i];81,803644498584;39,9753762506787;133,763984281933;30
CBA;Prec;Current landscape;2;5–10;SF[a];29,0856447539564;-29,0152008486783;94,6261165860945;30
CBA;Prec;Current landscape;3;10–15;SF[e];144,872682220705;86,2449968474903;190,689799915768;30
CBA;Prec;Current landscape;3;10–15;SF[i];103,790705289703;64,1383742670503;146,711776737518;30
CBA;Prec;Current landscape;3;10–15;SF[a];51,7017110594573;0,347327712815996;99,6585116822283;30
CBA;Prec;Current landscape;4;15–20;SF[e];134,696166337801;92,2622893803804;162,788038987167;30
CBA;Prec;Current landscape;4;15–20;SF[i];101,15763114607;62,2359365307725;135,839688813166;30
CBA;Prec;Current landscape;4;15–20;SF[a];51,3407349615036;0,581156509943504;89,7603817628306;30
CBA;Prec;Current landscape;5;20–25;SF[e];143,076000536568;99,0007001593541;203,935245970166;30
CBA;Prec;Current landscape;5;20–25;SF[i];97,6514947299468;51,2887031486884;134,575846804625;30
CBA;Prec;Current landscape;5;20–25;SF[a];58,6692738035429;11,6244983654015;109,934159192874;30
CBA;Prec;Current landscape;6;25–30;SF[e];134,047440971644;96,2730067993608;194,09546610664;30
CBA;Prec;Current landscape;6;25–30;SF[i];95,0427033907986;60,4201755142083;133,971110149635;30
CBA;Prec;Current landscape;6;25–30;SF[a];58,255368588565;22,2431240506126;84,7765523820487;30
CBA;Prec;Current landscape;7;30–35;SF[e];147,734063916232;105,003821600846;186,64590227125;30
CBA;Prec;Current landscape;7;30–35;SF[i];111,929756440967;67,2664945850824;137,705306071819;30
CBA;Prec;Current landscape;7;30–35;SF[a];67,8063255178018;40,2785866868609;94,6397878486145;30
CBA;Prec;Current landscape;8;35–40;SF[e];109,368123433378;72,1050687122575;136,899747163207;30
CBA;Prec;Current landscape;8;35–40;SF[i];74,9776909500024;46,3202913489589;110,343792580266;30
