response,response_label,unit,permutation,n_runs,estimate,contrast,cover_value,cover_label,final_estimate,estimate_centered
Prec,Precipitation,mm,5,10,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,11,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,5,12,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,13,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,5,14,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,15,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,5,16,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,17,0.0487822913457876,PF - SF[e],0.25,25% cover,1.39245086560322,-1.34366857425743
Prec,Precipitation,mm,5,18,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,19,0.0487822913457876,PF - SF[e],0.25,25% cover,1.39245086560322,-1.34366857425743
Prec,Precipitation,mm,5,20,0.312092179541537,PF - SF[e],0.25,25% cover,1.39245086560322,-1.08035868606168
Prec,Precipitation,mm,5,21,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,5,22,0.57574955691473,PF - SF[e],0.25,25% cover,1.39245086560322,-0.81670130868849
Prec,Precipitation,mm,5,23,0.576097046092173,PF - SF[e],0.25,25% cover,1.39245086560322,-0.816353819511047
Prec,Precipitation,mm,5,24,0.961055606637387,PF - SF[e],0.25,25% cover,1.39245086560322,-0.431395258965833
Prec,Precipitation,mm,5,25,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,5,26,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,5,27,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,5,28,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,5,29,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,5,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,6,2,2.39219095202998,PF - SF[e],0.25,25% cover,1.39245086560322,0.999740086426755
Prec,Precipitation,mm,6,3,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,6,4,1.35216039698935,PF - SF[e],0.25,25% cover,1.39245086560322,-0.040290468613875
Prec,Precipitation,mm,6,5,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,6,6,1.35216039698935,PF - SF[e],0.25,25% cover,1.39245086560322,-0.040290468613875
Prec,Precipitation,mm,6,7,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,6,8,1.35216039698935,PF - SF[e],0.25,25% cover,1.39245086560322,-0.040290468613875
Prec,Precipitation,mm,6,9,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,6,10,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,6,11,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,12,0.657614239099871,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734836626503349
Prec,Precipitation,mm,6,13,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,14,0.657614239099871,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734836626503349
Prec,Precipitation,mm,6,15,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,6,16,0.657614239099871,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734836626503349
Prec,Precipitation,mm,6,17,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,6,18,0.657614239099871,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734836626503349
Prec,Precipitation,mm,6,19,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,20,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,6,21,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,22,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,6,23,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,24,0.657961728277314,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734489137325905
Prec,Precipitation,mm,6,25,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,6,26,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,6,27,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,6,28,1.35216039698935,PF - SF[e],0.25,25% cover,1.39245086560322,-0.040290468613875
Prec,Precipitation,mm,6,29,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,6,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,7,2,4.69316813266642,PF - SF[e],0.25,25% cover,1.39245086560322,3.3007172670632
Prec,Precipitation,mm,7,3,3.59275571091871,PF - SF[e],0.25,25% cover,1.39245086560322,2.20030484531549
Prec,Precipitation,mm,7,4,1.82076900113225,PF - SF[e],0.25,25% cover,1.39245086560322,0.428318135529029
Prec,Precipitation,mm,7,5,0.576097046092173,PF - SF[e],0.25,25% cover,1.39245086560322,-0.816353819511047
Prec,Precipitation,mm,7,6,2.07214574278999,PF - SF[e],0.25,25% cover,1.39245086560322,0.679694877186767
Prec,Precipitation,mm,7,7,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,7,8,0.657961728277314,PF - SF[e],0.25,25% cover,1.39245086560322,-0.734489137325905
Prec,Precipitation,mm,7,9,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,7,10,1.73848818255544,PF - SF[e],0.25,25% cover,1.39245086560322,0.346037316952223
Prec,Precipitation,mm,7,11,2.73714995464843,PF - SF[e],0.25,25% cover,1.39245086560322,1.34469908904521
Prec,Precipitation,mm,7,12,2.85300060962254,PF - SF[e],0.25,25% cover,1.39245086560322,1.46054974401932
Prec,Precipitation,mm,7,13,2.73714995464843,PF - SF[e],0.25,25% cover,1.39245086560322,1.34469908904521
Prec,Precipitation,mm,7,14,1.73848818255544,PF - SF[e],0.25,25% cover,1.39245086560322,0.346037316952223
Prec,Precipitation,mm,7,15,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,7,16,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,7,17,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,7,18,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,7,19,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,7,20,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,7,21,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,7,22,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,7,23,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,7,24,1.35216039698935,PF - SF[e],0.25,25% cover,1.39245086560322,-0.040290468613875
Prec,Precipitation,mm,7,25,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,7,26,1.71881621718933,PF - SF[e],0.25,25% cover,1.39245086560322,0.326365351586105
Prec,Precipitation,mm,7,27,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,7,28,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,7,29,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,7,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,8,2,0.49145736535786,PF - SF[e],0.25,25% cover,1.39245086560322,-0.90099350024536
Prec,Precipitation,mm,8,3,1.99874487035481,PF - SF[e],0.25,25% cover,1.39245086560322,0.60629400475159
Prec,Precipitation,mm,8,4,2.36794741250162,PF - SF[e],0.25,25% cover,1.39245086560322,0.9754965468984
Prec,Precipitation,mm,8,5,1.99874487035481,PF - SF[e],0.25,25% cover,1.39245086560322,0.60629400475159
